Id,Rating
43487-168,12
44054-168,14
45376-168,24
45443-168,54
43572-169,8
43605-169,40
43953-169,22
43961-169,46
44478-169,4
46210-171,22
46242-171,52
48076-172,40
50884-182,6
48164-183,50
49475-183,50
29-0,20
492-0,0
847-0,54
1539-0,60
75-1,6
447-1,28
1288-1,14
38906-1,4
40512-1,44
40735-1,10
40884-1,48
39214-150,60
39373-150,14
40228-150,0
3773-4,50
3980-4,8
3017-5,26
3312-5,30
3830-5,48
3106-6,30
1794-7,20
2146-7,10
3210-7,36
3372-7,38
4770-7,56
1848-8,20
2753-8,36
22073-68,34
22265-68,60
23696-68,58
24661-68,4
21552-69,28
22427-69,2
22431-69,42
24096-69,0
21614-70,32
22572-70,24
24201-70,54
24393-70,56
50323-174,22
49411-175,44
3361-9,22
3879-9,32
5216-9,16
2611-10,34
2821-10,42
4543-10,56
2519-11,32
3154-11,12
36477-11,14
36931-11,24
37081-11,54
37591-11,8
36792-12,40
37849-12,22
37893-12,46
38141-12,4
4216-13,22
6462-14,52
7255-14,40
7263-14,6
6503-15,50
6854-15,50
5693-16,52
6963-16,22
38733-148,24
38745-148,36
39535-148,32
39663-148,18
8012-19,20
8281-19,2
5949-21,12
9661-21,54
9952-21,18
6006-22,58
9556-22,38
10344-23,10
10348-23,24
9228-24,14
9401-24,54
10521-24,34
10772-25,8
5690-26,12
7809-26,32
8750-26,22
10619-26,24
7052-27,48
8183-27,12
10091-27,2
33247-140,0
35532-140,16
35862-140,30
34722-141,36
33297-142,34
33390-142,46
34371-143,0
34513-143,40
34708-143,10
35619-143,54
33820-144,4
34638-144,18
35180-144,22
35802-145,36
10619-28,6
9502-29,46
10421-29,14
38877-153,10
40187-154,50
11762-30,4
11914-31,14
12013-31,12
12072-31,2
13571-32,6
28983-94,24
30369-94,26
30417-94,60
31145-95,14
29681-96,30
31541-96,16
31733-96,44
31870-96,40
12088-33,22
14413-35,42
15416-35,14
33565-135,14
34150-135,26
34831-135,38
34297-137,44
33564-139,42
34933-139,20
16836-38,56
17673-45,18
17897-45,22
18891-45,36
17990-46,38
18908-46,40
18940-46,22
18944-46,42
17349-22,46
18765-22,52
18777-22,2
18781-22,46
19798-22,6
20287-22,40
19510-47,18
19542-47,28
17139-48,24
22382-48,34
19531-49,54
19279-50,12
19296-50,42
19575-50,26
20049-50,32
20154-50,4
18026-51,40
22054-60,58
18536-52,26
19632-52,16
32586-53,26
18536-54,48
19061-54,42
20267-54,20
17277-55,56
18716-55,12
20166-55,10
20572-55,60
32930-108,6
32607-109,10
33004-110,38
33122-110,12
32286-113,2
33035-115,60
32274-119,54
32934-124,2
33007-125,34
33176-127,16
32470-129,2
32831-129,50
33104-130,40
32304-131,2
32831-131,42
32304-133,42
17358-56,56
20125-56,4
18277-57,44
21095-57,16
18418-59,50
19381-59,40
20601-59,16
21122-59,58
23340-61,48
23372-61,2
23665-61,16
24190-61,36
22607-62,10
23190-62,2
22378-63,24
23510-64,2
23134-65,46
23787-65,52
23510-66,2
23742-66,6
23806-66,54
24012-66,56
23178-67,50
23491-67,54
22779-71,54
23122-71,30
24213-72,14
25445-72,48
21418-73,44
21673-73,50
25376-73,56
21464-74,52
21523-75,38
25427-75,24
23292-76,56
24145-76,38
24153-76,58
25129-76,20
21989-77,38
22209-77,46
23895-78,38
25171-78,26
26086-79,54
26475-80,36
26767-80,0
26959-80,20
27255-80,10
26576-83,50
26255-85,28
35043-85,34
35428-85,16
35698-85,24
27712-86,8
27925-86,28
28087-86,24
28205-86,16
28214-87,52
28278-87,14
29514-87,34
29702-88,46
30417-88,44
30886-88,0
28353-89,40
30119-89,24
27869-90,20
28435-90,6
29825-90,8
30017-90,6
30212-90,50
30669-92,58
29977-93,30
31487-93,8
32012-98,10
32076-98,24
30329-100,28
28017-101,46
30965-101,18
31214-101,34
27778-102,60
29188-102,44
29814-103,38
30843-103,52
32029-103,20
29611-104,34
29733-104,8
28647-105,44
29047-105,4
31080-105,36
31866-106,20
36749-146,22
37657-146,0
37785-146,12
36661-147,50
37846-147,10
49669-177,48
50353-177,36
48659-178,36
48788-178,18
48663-180,46
50919-180,14
50689-181,48
50815-181,36
42272-155,16
42431-155,22
41591-156,42
41665-156,34
42172-156,6
41471-158,32
42951-158,18
43063-158,48
41242-159,26
41227-160,42
41451-160,50
43035-160,20
41241-161,24
41941-161,18
42183-161,14
43274-162,38
43859-163,8
45478-163,22
45492-164,26
43486-165,48
45106-165,54
43407-166,50
44224-166,48
44891-166,2
45133-166,16
45167-166,48
44526-167,30
44790-167,16
43501-168,50
43509-168,8
43723-168,48
44201-168,28
44563-169,50
47947-172,54
48351-172,38
49052-172,56
50657-182,8
50553-183,26
50685-183,58
50860-183,26
1104-1,48
870-2,54
1562-2,40
39014-150,4
40172-150,0
40467-150,10
40494-151,14
2638-4,48
3500-4,10
3946-4,12
3747-5,30
2847-6,40
3143-6,14
4005-6,34
2730-7,24
3188-7,8
2124-8,26
4336-8,48
4748-8,0
21297-68,26
21902-68,52
22713-68,8
24654-68,44
24803-68,50
23175-69,58
24018-69,42
24030-69,34
23318-70,40
24590-70,44
49359-173,14
49906-173,38
49914-173,8
50002-173,56
49255-175,22
3407-9,52
5504-9,38
2131-10,10
3289-10,56
3642-10,36
4344-10,12
4148-11,42
36203-11,10
37620-11,36
1886-12,10
2333-12,54
3140-12,30
3957-12,38
4696-12,2
7140-14,14
6030-15,34
6524-15,24
6056-16,54
6333-16,0
6763-16,6
7175-16,58
38550-148,0
38662-148,22
40056-148,22
38872-149,8
39864-149,40
6924-17,8
7443-17,56
8658-17,46
8864-17,60
7723-19,16
9060-20,40
9962-21,26
7216-23,12
10824-24,22
10292-25,10
10632-25,60
10786-25,22
10824-26,20
7035-27,24
9864-27,52
34411-140,32
35621-140,22
35003-141,16
35152-141,10
35452-141,28
34070-143,20
35504-143,54
35557-144,12
33663-145,18
34075-145,42
9922-28,56
8038-29,22
8371-29,40
38672-152,28
38775-152,14
39024-152,18
39436-152,50
40451-152,44
40855-153,46
39024-154,44
12200-30,58
28499-94,10
29522-94,38
29697-94,26
28138-95,10
29773-95,48
30831-95,38
29646-96,56
29808-96,46
34464-134,38
35063-134,48
34675-135,60
34313-136,54
34306-138,6
34953-138,32
33283-139,26
33590-139,56
33726-139,10
34101-139,8
16179-36,16
16639-37,30
16861-38,32
16861-40,8
18630-44,2
18779-44,50
17184-45,18
17185-45,50
17484-45,58
17492-45,50
17678-45,50
17293-46,20
17553-46,58
17719-46,0
18368-46,4
18400-46,44
17902-22,32
17926-22,14
19318-22,0
18956-47,52
20221-47,58
19066-49,24
19702-49,56
17408-50,46
19626-50,58
19879-50,38
19957-50,40
21407-60,2
21439-60,4
21949-60,14
19993-52,26
19997-52,6
20696-52,48
20743-52,52
17679-53,48
20801-53,12
17740-54,24
33054-54,12
18544-55,36
19478-55,4
20872-55,56
20986-55,34
33190-55,6
32546-107,52
32589-107,48
32721-108,0
32379-109,42
33078-109,10
32620-111,54
32606-112,8
32985-113,32
32263-114,34
32512-116,58
32698-116,30
32519-119,44
32989-121,8
32402-122,40
32594-122,12
32881-125,54
32782-127,40
32846-127,22
32934-131,42
32725-133,52
18047-56,42
18483-56,8
20949-56,12
20516-57,50
20987-57,18
19366-58,60
21282-62,42
23868-62,8
24128-62,50
23102-63,52
21995-64,12
23262-64,12
23719-65,10
23783-65,56
23932-65,42
23262-66,12
22054-67,12
22303-67,4
23201-67,0
23320-67,54
23662-67,20
22516-71,22
23856-73,22
23864-73,4
24374-73,8
24747-73,8
24807-74,14
25233-74,0
24030-75,0
22756-76,34
23816-76,34
25040-76,24
25071-77,4
21803-78,46
22564-78,48
22756-78,16
25549-80,58
26407-80,14
26864-80,38
26800-82,56
34597-85,8
34661-85,14
35732-85,22
36012-85,32
28732-86,50
28927-87,46
28956-87,50
29050-87,58
29187-88,58
29129-89,58
28147-90,46
28607-90,0
30481-91,32
30497-91,42
29731-92,38
28225-93,44
30815-93,20
31901-97,36
32171-97,34
31593-98,16
28785-99,50
31669-99,38
28902-100,48
29361-100,54
27862-101,54
28451-101,42
31619-102,22
31915-102,22
32107-102,52
29260-103,18
30269-103,52
30461-103,48
31518-103,20
30327-104,12
31961-105,30
31488-106,50
37246-146,28
37305-146,8
37829-146,14
49667-176,8
47720-178,16
48944-178,46
49237-179,58
47796-180,38
48127-180,44
41197-155,58
41299-155,4
41441-155,50
41313-156,22
42030-156,60
40952-157,10
42523-158,46
43088-158,8
43305-158,36
41070-159,28
42181-160,14
42993-160,44
42798-161,0
40942-162,28
41546-162,56
41642-162,6
43569-163,20
44158-163,0
44365-163,54
44554-163,60
45447-163,6
44305-164,28
44337-164,14
45399-164,4
44155-165,44
44381-166,10
43699-167,48
44155-167,60
44204-167,14
44332-167,0
45500-167,50
43604-168,8
46100-170,26
47155-171,30
48141-172,48
48245-172,30
1749-0,18
997-1,20
40427-1,2
1644-3,12
39396-150,54
39823-150,18
40624-150,58
38397-151,38
3020-4,10
2001-5,24
2100-5,14
3271-5,54
3922-5,34
1900-6,8
2146-6,12
3020-6,32
3723-6,22
2101-7,24
2250-7,48
2975-7,12
4981-7,2
2659-8,0
4036-8,16
23283-68,30
21552-70,36
24096-70,34
24467-70,46
24471-70,0
24675-70,40
48083-173,10
49244-175,54
2251-9,4
4883-9,18
5543-9,22
3221-10,36
4426-10,6
4485-10,46
5425-10,14
3761-11,10
4677-11,50
36143-11,4
36293-11,14
37473-11,12
5284-12,2
36693-12,6
37590-12,24
2319-13,26
4085-13,60
5742-14,14
6652-14,30
6688-14,16
6854-14,44
7355-14,40
5685-15,22
6903-15,42
5931-16,14
38627-148,14
39268-148,26
39284-148,38
7631-17,44
5843-19,42
9911-21,20
6707-22,56
9952-22,18
10245-22,22
10112-23,36
10222-23,38
7808-25,40
9049-25,22
10210-25,42
10290-25,46
10663-25,52
8268-26,2
8442-26,46
10772-26,6
6457-27,40
9206-27,18
33332-140,28
35133-140,24
35261-140,34
33425-143,54
34994-143,12
35599-143,42
36033-143,26
33830-144,32
34726-144,4
8777-28,40
10420-28,58
10546-28,26
7318-29,16
9602-29,26
10619-29,48
39707-153,42
40246-153,20
12619-30,56
15230-34,12
28019-94,10
31669-94,60
30417-95,6
30684-95,10
31845-95,38
31904-95,12
29547-96,2
31465-96,60
31909-96,54
11097-33,2
11646-33,34
11765-33,16
13571-33,2
16721-42,50
13753-35,40
16405-35,2
34231-134,42
34489-134,42
34126-135,56
34385-135,4
33871-136,44
34160-136,16
34572-136,50
34580-136,40
34242-137,16
34579-138,58
33599-139,48
33770-139,2
33964-139,16
15384-36,36
17457-44,10
17672-44,2
17806-46,24
17830-46,2
19092-46,46
20387-22,52
20403-22,2
18550-47,6
22082-48,54
22533-48,56
22534-48,50
18202-49,54
20421-49,54
17611-50,30
19889-50,14
17510-51,48
18614-51,44
22279-60,50
17215-53,56
18174-53,52
19931-53,38
20374-53,24
32845-53,56
17240-54,38
17272-54,58
18029-54,20
32585-54,38
20498-55,46
32485-55,38
32813-55,26
32428-107,54
32436-107,36
32500-107,0
32318-109,20
33072-110,10
32537-112,50
32361-115,28
33225-116,34
32283-119,16
32784-122,24
32378-123,8
32378-125,28
33216-125,24
32680-126,16
32409-133,52
20298-57,14
17287-58,34
19278-59,46
20968-59,44
23299-61,0
23473-61,40
23780-61,24
23781-61,20
24258-61,6
23546-62,8
23849-62,6
24007-62,50
22369-63,58
23331-63,30
23473-63,8
23781-63,10
23890-63,24
23242-64,28
21368-65,46
21867-66,18
23744-66,34
23789-66,60
22475-67,44
23239-67,38
23699-67,52
24041-67,20
24366-71,34
24393-71,8
25376-72,44
24935-73,4
24566-74,36
21466-75,20
21709-76,22
22316-77,0
23643-77,12
23728-77,50
25294-77,10
25177-78,48
27255-81,36
25721-82,36
26047-82,18
27255-83,46
25471-85,14
26226-85,48
26238-85,36
28723-86,16
28221-87,22
29331-87,42
29335-87,34
29158-89,6
29825-89,32
29998-91,18
30391-92,48
30583-92,26
30593-92,42
30881-92,50
29309-93,20
30938-93,24
31488-93,18
31552-93,14
31603-93,38
29179-97,8
29250-97,22
29654-97,26
28581-98,48
30360-98,54
30552-98,50
31242-98,48
31646-98,2
31878-98,16
31942-98,48
30872-99,30
31572-99,16
29750-100,50
27984-102,8
30981-102,48
31407-102,28
28540-103,50
29938-103,54
31216-103,38
30051-104,56
28497-105,8
28536-105,26
31259-105,58
30613-106,26
37533-146,54
37761-146,10
36832-147,32
38264-147,2
48419-177,34
49676-177,4
50862-177,0
50863-177,42
48419-179,58
48886-179,48
49336-179,36
50268-179,44
49503-180,4
50524-180,2
50552-180,40
50648-180,12
47857-181,54
50759-181,10
50919-181,46
41312-155,38
41547-156,48
41675-156,22
41477-157,16
43147-158,54
43279-161,38
41368-162,14
42235-162,40
43908-163,36
45023-163,54
45096-163,14
44847-164,42
44918-164,46
44526-166,16
45235-166,54
45363-166,54
44820-167,36
45262-167,20
43913-168,8
45227-168,26
44412-169,54
46863-171,30
50524-182,6
50680-182,14
50759-183,2
808-0,58
40358-1,4
40804-1,28
40494-150,2
40653-150,42
2073-4,0
2026-5,32
2787-5,24
3855-5,54
2536-6,56
2937-7,22
3142-7,44
4351-7,22
3093-8,32
24430-69,16
24807-69,34
24888-69,42
24952-69,56
50186-173,32
3798-9,12
4654-10,14
1920-11,24
2940-11,54
5071-11,8
5564-11,40
36670-11,22
37554-11,46
2948-12,4
3591-12,22
4297-12,52
4796-12,40
4954-12,6
36763-12,50
36944-12,50
37003-12,52
38335-12,22
6208-14,24
6676-15,36
6782-15,32
7369-16,18
38748-148,20
7607-18,2
9515-20,12
8241-21,54
9411-21,18
6584-22,58
6880-22,38
8568-23,10
9297-24,24
10607-24,14
10899-25,54
8199-26,34
10434-26,8
33740-140,12
35280-140,32
35713-140,22
34313-141,24
35539-141,48
33740-142,12
35269-143,2
35681-143,0
35874-143,16
33722-144,30
35827-144,36
35979-144,34
33639-145,46
33829-145,0
10769-28,40
7644-29,10
39985-152,54
40113-152,4
40200-152,18
11240-30,22
11765-30,36
11801-30,6
14405-34,46
15219-34,14
11105-32,10
11742-32,50
28138-94,4
28398-94,14
29788-94,12
30956-94,2
32016-94,6
31009-95,24
31266-95,26
29775-96,60
31700-96,14
11859-33,30
15325-35,16
34830-134,44
33802-135,40
34879-135,22
35013-136,42
33833-137,14
35051-137,14
33269-139,26
35081-139,38
16756-38,44
18269-44,42
17300-45,20
17701-46,56
18159-46,18
19256-22,22
19749-22,36
20041-22,38
20045-22,40
20171-47,22
18005-48,42
19110-48,46
19729-48,52
22722-48,2
17928-49,46
18152-49,6
19138-49,40
19289-49,18
19732-49,28
20028-49,24
17605-50,34
18289-50,54
18875-51,12
19733-51,42
22357-60,26
20097-52,32
20986-52,4
21006-52,40
19660-53,58
17191-54,26
21006-54,16
33190-54,26
33121-113,48
32477-116,42
32905-120,20
33020-120,56
32526-121,12
32923-122,10
33066-122,60
32433-125,6
32804-125,10
32855-125,38
32996-125,12
32934-128,2
32574-130,60
32896-130,54
17698-56,2
19559-56,34
18624-57,16
19293-57,2
21248-57,50
20872-58,40
20916-59,2
21690-62,42
22183-62,42
23417-62,56
23661-62,4
23312-63,44
24203-63,16
22548-64,50
23661-64,40
22248-65,16
22452-66,58
23215-66,48
23473-66,2
23826-66,16
23068-67,36
23260-67,10
24037-67,2
22421-72,24
24626-72,2
25147-73,46
24030-74,52
22459-75,2
24892-75,6
25398-75,54
25406-75,56
23014-76,50
24382-76,54
25248-76,54
22129-77,30
25357-77,14
21536-78,48
23106-78,44
24599-78,50
26200-79,56
27070-80,52
27381-80,38
26923-81,24
27115-81,56
27526-81,38
25637-82,58
25701-82,20
26366-84,38
26866-85,46
27656-85,38
33653-85,26
27825-86,54
28851-87,36
29094-88,0
30046-89,20
28331-90,10
28772-90,50
29144-90,28
29619-90,34
29737-90,16
29753-90,24
29518-91,8
29997-91,28
30013-91,24
30364-91,16
30556-91,52
28190-92,14
30993-93,34
31963-98,46
29240-99,44
29514-99,0
31502-99,40
29227-100,24
29419-100,20
32169-100,6
27712-101,8
30341-101,6
30564-101,50
31831-101,58
30731-102,30
31506-102,8
32085-102,10
29328-103,24
30529-103,28
29326-104,46
31984-104,18
31992-104,34
30787-105,60
31454-105,44
29828-106,38
31845-106,52
36179-146,20
37289-147,34
48714-176,8
50714-176,44
49667-177,4
50463-177,36
50714-178,20
49309-179,22
49341-179,0
49786-181,12
41228-155,50
41070-156,10
41950-156,48
42212-156,36
42226-156,36
42228-156,18
43291-157,46
41010-159,14
42201-159,48
41147-160,36
41353-160,16
41618-160,22
43194-160,42
41171-161,34
42775-161,6
43272-162,32
45044-163,18
43956-165,48
44263-165,26
45399-165,42
43989-167,50
44263-167,20
43394-168,24
44121-168,18
44328-168,14
44565-168,38
45496-168,8
43653-169,22
44571-169,26
46778-170,48
46982-170,54
46062-171,50
47546-172,48
48077-172,2
48337-172,16
50439-182,48
50567-182,30
49233-183,16
493-0,4
1185-0,44
1351-0,10
1688-0,48
122-2,60
624-2,14
996-2,0
1035-2,50
226-3,8
38787-150,26
40219-150,30
40118-151,48
2004-4,30
3622-4,20
2718-5,10
3521-5,36
3821-5,38
4026-5,56
4038-5,20
2250-6,36
3570-6,34
4116-7,60
4210-7,58
4935-7,4
5081-7,28
5085-7,2
4174-8,42
23893-68,0
24185-68,32
24366-68,24
24546-68,54
22944-69,56
24411-69,22
24415-69,44
48633-175,22
49271-175,32
49943-175,16
3221-9,34
5275-9,42
3067-10,56
4465-10,32
4667-10,12
2801-11,14
5084-11,24
5542-12,54
36291-12,8
36418-12,40
37847-12,22
3160-13,46
3161-13,4
4717-13,22
6147-14,52
6245-14,40
5883-15,6
5950-15,50
6188-15,50
7954-18,52
5931-19,22
8181-19,24
9035-20,36
7659-21,32
10164-21,18
10245-21,20
9387-22,2
10206-22,12
10011-23,54
10261-23,18
10363-23,58
6456-24,38
7751-24,10
7966-24,24
8818-24,14
6642-25,54
10545-25,34
9833-26,8
33611-140,12
35282-141,32
33963-142,22
35002-142,24
33661-143,48
35552-143,12
33971-144,2
34099-144,0
34324-144,16
34452-144,30
35197-144,36
35203-144,34
35828-144,46
34813-145,0
34909-145,40
35789-145,10
35951-145,54
7674-29,4
8626-29,18
10912-29,22
38659-152,36
39011-152,6
40507-152,46
40112-153,14
38461-154,10
11479-30,50
12735-30,4
11228-31,14
12926-31,12
11128-32,2
28219-94,6
29333-94,24
30633-94,26
27669-95,60
28975-95,14
31787-95,30
30300-96,16
30950-96,44
11346-33,40
13501-33,22
16720-41,42
16662-43,14
14770-35,14
34759-134,26
34365-135,38
34489-135,44
34642-135,42
34672-135,20
33259-136,56
34851-136,18
34642-137,22
33747-138,36
33873-138,38
33323-139,40
34013-139,22
14460-36,42
15982-36,46
18355-44,52
18379-44,2
18945-44,46
17379-46,6
18550-46,40
18791-46,18
18429-47,28
19817-47,24
17477-48,34
18613-48,54
18614-48,12
19265-48,42
19933-48,26
17687-49,32
19856-49,4
20051-49,40
18614-50,58
19266-50,26
18101-51,16
19501-51,26
19889-51,48
18541-52,42
18942-52,20
18982-52,56
20498-52,12
20351-53,10
20724-53,60
32553-53,6
17833-54,10
18161-54,38
20510-54,12
32812-54,2
19193-55,60
32317-107,54
32641-107,2
32789-108,34
32275-110,16
32305-113,2
32575-116,50
32572-117,40
32676-119,2
32279-120,42
32528-122,42
33190-123,56
32227-126,4
32279-126,44
32795-126,16
32956-130,50
32284-132,40
32599-132,16
32491-133,58
19164-59,48
20411-59,2
23848-61,16
23440-62,36
23156-63,10
23196-64,2
24014-64,24
22372-65,2
21304-66,46
24014-66,52
24246-66,2
21991-67,6
22618-67,54
23240-67,56
23091-71,50
23087-72,54
23143-72,54
23581-72,30
24629-72,14
24813-72,48
24110-73,44
24294-73,50
24760-73,56
25229-73,52
25421-73,38
21372-74,24
21466-74,56
23851-74,38
25153-74,58
22068-75,20
25237-75,38
25421-75,46
22316-76,38
23237-76,26
23728-76,54
24553-76,36
24835-76,0
22331-77,20
25169-77,10
23143-78,50
26351-79,28
26394-79,34
27613-79,16
27649-79,24
25500-80,8
25866-80,28
26533-80,24
26614-80,16
26402-81,52
26594-81,14
27126-81,34
27300-81,46
27256-83,44
25483-84,0
26297-84,40
26473-84,24
27391-84,20
27597-84,6
25986-85,8
34383-85,6
35551-85,50
28552-87,58
29801-88,30
30000-88,8
30174-88,10
30684-88,24
30780-88,28
30828-88,46
30424-89,18
30844-90,34
28915-91,60
29267-93,44
27976-97,38
29355-97,52
28443-98,20
28777-98,34
28581-99,8
29355-99,44
30554-99,4
30601-99,36
28447-100,20
29181-100,22
29886-100,0
30541-100,12
31012-101,50
31169-101,10
31244-101,48
28803-102,36
28999-102,36
31775-102,18
30432-103,46
32175-104,14
27839-105,48
31426-105,36
28389-106,16
31390-106,22
37656-146,42
36122-147,34
49676-176,6
50007-176,32
50886-176,18
48134-177,48
49062-177,26
50027-178,42
50758-178,50
49212-179,20
49235-179,24
50354-179,18
50523-179,14
47850-180,38
49074-180,8
49340-180,22
50624-180,26
50599-181,48
50859-181,54
41225-155,50
41398-155,48
42563-155,2
41312-156,16
42342-157,48
43245-157,30
41440-158,16
41429-159,50
41563-159,8
41606-159,48
43176-159,28
43245-159,50
41934-160,54
41093-161,38
41744-161,56
40988-162,8
41934-162,26
42458-162,58
45239-163,26
43368-164,54
43722-164,10
44229-164,32
44357-164,2
44947-164,34
45100-164,4
44719-165,0
45072-165,42
43594-166,58
45100-166,48
43402-167,36
45105-167,44
44447-168,4
43674-169,2
44280-169,40
45905-170,12
48148-172,54
48957-172,10
49085-172,46
47824-182,38
49699-183,48
871-0,52
1312-1,22
304-3,24
661-3,36
1313-3,32
39453-150,18
40692-150,20
40852-151,2
1879-4,12
2999-4,54
3045-5,18
3081-5,58
3546-5,38
2936-6,10
1980-7,24
2895-7,14
4645-7,54
2125-8,34
4196-8,8
4255-8,12
4346-8,32
23886-68,22
24956-68,24
24016-69,48
21330-70,12
49763-173,2
49891-173,0
48289-174,16
49613-175,30
50001-175,36
50009-175,34
50202-175,46
2733-9,0
3680-9,40
4863-10,10
5353-10,54
2583-11,4
2672-11,18
2882-11,22
3689-11,36
5296-11,6
5463-11,46
37954-11,14
4896-12,10
5346-12,50
36357-12,4
37411-12,14
38376-12,12
2231-13,2
2672-13,6
5012-13,24
6466-14,26
5717-16,60
6838-16,14
7444-17,30
7724-17,16
6154-18,44
6170-18,40
8572-18,22
7384-19,42
8823-19,14
9061-20,14
9474-20,26
9960-21,38
9726-22,44
10065-22,42
8806-23,20
9685-23,56
7996-24,18
10825-24,22
7736-25,36
10606-25,38
6627-26,40
6643-26,22
6644-26,42
7979-26,46
8819-27,52
36039-140,2
36047-140,46
33344-141,6
34249-141,40
35470-142,18
34527-143,28
35035-144,24
8036-29,34
10634-29,54
38673-152,12
38847-152,42
39619-153,26
12043-30,32
12940-30,4
15324-34,40
12382-32,58
12738-32,26
13446-32,16
30062-94,26
30169-94,48
30539-94,42
28331-95,20
29989-95,56
30404-95,12
34896-134,10
35105-134,60
33439-135,6
33713-135,10
34364-135,38
34147-136,12
33805-138,2
33813-138,60
34619-138,54
34709-138,2
15395-36,34
16811-39,16
17300-44,2
17668-45,50
17701-45,40
17960-45,2
17300-46,42
17560-46,42
18002-46,56
17587-22,4
19849-22,44
17669-47,16
20255-47,50
21556-48,40
21588-48,16
21912-48,58
22692-48,48
23063-48,2
18256-49,16
19523-49,36
20222-49,10
17928-50,2
19995-50,24
20352-50,2
19069-51,46
21365-60,52
22255-60,2
22976-60,6
20701-52,54
18332-53,56
20875-53,50
19660-54,54
19631-55,54
20096-55,30
32428-55,14
33068-109,48
32395-111,44
32991-111,50
33024-112,56
33024-114,52
32850-119,38
32700-122,24
32409-123,56
33062-127,38
32434-128,58
32434-130,20
17563-56,38
20989-57,46
17705-58,38
17855-59,26
19618-59,54
19701-59,36
22976-62,0
23284-62,20
21989-63,10
22249-63,50
23578-63,28
23618-65,34
23705-65,16
22184-66,24
23991-67,8
24016-67,28
21538-71,24
23116-71,16
24372-71,52
25289-71,14
24422-72,34
23983-74,46
25023-74,44
24480-75,0
24624-75,40
22461-76,24
24906-77,20
25206-77,6
22153-78,8
23573-78,6
26919-79,50
27026-79,58
27177-79,30
26514-80,8
26530-80,10
27304-80,24
26305-83,28
25817-84,46
26308-84,18
26925-84,34
27533-85,60
35168-85,44
28327-86,38
28391-86,52
27825-87,20
28222-87,34
29341-87,8
29287-88,44
29659-88,4
28274-89,36
29546-89,20
29071-90,22
30187-90,0
30775-90,12
27733-91,50
29146-91,10
29737-91,48
28096-92,36
28794-92,36
29644-92,18
30303-92,46
30319-92,14
27874-93,48
28523-93,36
28736-93,16
29262-93,22
28015-97,42
31696-97,34
30086-98,6
31136-98,32
32035-98,18
30308-99,48
31002-99,26
29244-100,42
30779-100,50
31177-100,20
31281-100,24
31473-100,18
28766-101,14
30665-101,38
31234-101,8
31899-101,22
29562-103,26
29041-104,48
30378-104,54
30626-105,50
31781-105,48
32169-105,2
27805-106,16
28618-106,48
30442-106,30
36267-146,16
36519-147,50
49802-177,8
48221-178,48
48786-178,28
49730-179,50
50439-179,54
48655-180,38
48783-180,56
50058-180,8
48421-181,26
49730-181,58
49870-181,26
50453-181,54
40968-155,10
41442-155,32
42286-155,2
40984-157,34
41442-157,4
42704-157,0
42938-157,42
42878-159,58
41887-160,48
43020-160,36
43137-160,44
41688-161,4
41814-161,2
42079-161,40
42858-161,12
41665-162,54
44559-163,10
44570-164,46
44516-165,38
44648-165,48
44653-165,22
43988-166,16
44489-166,54
44493-166,38
43504-167,14
43642-167,40
43943-167,36
43953-168,54
43954-168,14
43643-169,42
45349-169,46
47267-171,16
47534-172,54
48649-172,54
50334-182,36
50849-182,20
48549-183,8
49522-183,26
50325-183,54
1455-0,20
1540-1,10
75-2,36
1396-2,38
120-3,56
833-3,20
1690-3,36
40536-151,34
3726-4,60
2600-5,58
2605-5,4
3118-5,28
2204-6,2
2867-6,42
4165-7,0
3535-8,32
23349-69,24
24809-69,54
49243-173,56
49371-173,22
49533-174,44
49371-175,22
49438-175,32
49912-175,16
4983-9,34
3219-10,42
4473-11,56
37340-11,32
37846-11,12
38199-11,14
1807-12,24
3318-12,54
4724-12,8
5277-12,40
38247-12,22
7160-14,46
5991-15,4
6141-15,22
5874-16,52
7199-16,40
38558-148,6
38574-148,50
39038-148,50
39893-149,52
7763-17,22
8698-17,24
8722-17,36
8325-18,32
7747-19,18
9035-21,20
6402-22,2
10544-24,12
9848-25,54
10718-26,18
8893-27,58
33870-140,38
35439-140,10
34278-141,24
35188-141,14
35316-141,54
33832-142,34
35619-142,8
34082-143,12
34540-143,32
33831-144,22
34638-145,24
34847-145,48
35386-145,12
35498-145,2
7184-28,0
8791-28,16
10896-28,30
11029-29,36
38877-152,34
40427-152,46
40469-152,0
38430-153,40
38447-153,10
38912-153,54
39439-153,4
39567-153,18
40074-153,22
39188-154,36
12460-30,6
12577-31,46
28743-94,14
28296-95,10
29333-95,50
31060-95,4
27737-96,14
29440-96,12
31171-96,2
12359-33,6
12715-33,24
33509-134,26
34196-134,60
34827-134,14
34955-134,30
33460-135,16
33646-136,44
34161-136,40
34548-137,22
34843-137,42
33518-138,14
33681-138,14
33259-139,26
34993-139,38
15778-36,44
16661-38,42
16836-39,20
17387-44,56
17998-45,18
18600-45,22
18633-45,36
17246-46,38
17313-46,40
17581-46,22
17914-22,42
18253-22,46
18269-22,52
20406-22,2
17318-48,46
18717-48,6
19470-49,40
19503-49,18
19888-50,28
20021-50,24
20199-50,34
18612-51,54
19134-51,12
19264-51,42
19471-51,26
19786-51,32
21419-60,4
22484-60,40
19499-52,58
20378-52,26
20410-52,16
20799-52,26
32556-52,48
18160-53,42
19265-53,20
